timestamp,subject,organizer,duration,participant_count,type
2025-11-12 14:15:00,Persecution Response Briefing — Rome,Apollos,45,3,teams_call
2025-11-12 18:00:00,Letter Dictation — Cyprus,Joseph_Barsabas,150,5,teams_meeting
2025-11-14 09:00:00,Persecution Response Briefing — Colossae,Tychicus,8,3,teams_chat
2025-11-14 18:15:00,Deacon Selection — Ephesus,Peter,3,2,teams_chat
2025-11-15 14:45:00,Doctrinal Council — Smyrna,Matthias,3,5,teams_chat
2025-11-15 14:45:00,Sabbath Teaching Plan — Sardis,Prochorus,10,3,teams_chat
2025-11-16 09:15:00,Famine Relief Coordination — Galatia,Asyncritus,60,14,teams_meeting
2025-11-16 09:15:00,Vision Interpretation Session — Thessalonica,Andrew,8,3,teams_chat
2025-11-16 10:00:00,Discipleship Training — Thyatira,Erastus,5,2,teams_chat
2025-11-16 10:30:00,Teaching Schedule Review — Laodicea,Olympas,45,3,teams_call
2025-11-18 08:20:00,Famine Relief Coordination — Perga,Aristarchus,180,4,teams_meeting
2025-11-18 16:00:00,Elders Meeting — Alexandria,James_Zebedee,30,13,teams_meeting
2025-11-19 10:45:00,Discipleship Training — Cyprus,Thaddaeus,2,4,teams_chat
2025-11-19 13:00:00,Discipleship Training — Miletus,Crescens,45,8,teams_meeting
2025-11-19 15:30:00,Apostolic Letter Review — Laodicea,Thaddaeus,5,3,teams_chat
2025-11-19 19:20:00,Widow's Care Logistics — Athens,Philip,60,12,teams_meeting
2025-11-20 16:45:00,Synagogue Outreach Planning — Crete,Prochorus,90,15,teams_meeting
2025-11-21 08:00:00,Teaching Schedule Review — Berea,Paul,3,2,teams_chat
2025-11-21 08:30:00,Deacon Selection — Patmos,Sosthenes,3,5,teams_chat
2025-11-21 10:45:00,Synagogue Outreach Planning — Lystra,Onesiphorus,60,10,teams_meeting
2025-11-21 14:15:00,Hospitality Network Coordination — Antioch,Peter,10,2,teams_call
2025-11-22 09:00:00,Trial Preparation — Corinth,Rufus,75,8,teams_meeting
2025-11-22 11:00:00,Teaching Schedule Review — Philadelphia,Thomas,10,2,teams_call
2025-11-22 16:30:00,Sabbath Teaching Plan — Perga,Matthew,20,2,teams_call
2025-11-23 09:00:00,Letter Dictation — Smyrna,Bartholomew,3,5,teams_chat
2025-11-23 10:00:00,Letter Dictation — Jerusalem,Paul,90,8,teams_meeting
2025-11-24 11:15:00,Baptism Service Coordination — Sardis,Bartholomew,45,5,teams_meeting
2025-11-24 16:30:00,Scribal Workshop — Crete,Philip,120,6,teams_meeting
2025-11-25 14:15:00,Baptism Service Coordination — Rome,Paul,150,4,teams_meeting
2025-11-26 09:00:00,Baptism Service Coordination — Hierapolis,Philip,90,12,teams_meeting
2025-11-27 09:00:00,Shipwreck Recovery Briefing — Tarsus,Tychicus,45,2,teams_call
2025-11-27 11:30:00,Healing Ministry Debrief — Antioch,Onesimus,15,3,teams_call
2025-11-27 16:30:00,Missionary Strategy Session — Hierapolis,Simon_Zealot,10,3,teams_call
2025-11-27 19:00:00,Deacon Selection — Smyrna,Matthew,150,8,teams_meeting
2025-11-28 14:00:00,Widow's Care Logistics — Cyprus,Quartus,60,4,teams_meeting
2025-11-30 08:20:00,Missionary Strategy Session — Joppa,James_Alphaeus,150,10,teams_meeting
2025-11-30 19:30:00,Trial Preparation — Derbe,Erastus,45,4,teams_call
